id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
26877934,"(2B Chicago Room with two beds, Roku TV, Wifi 2B)",127235673,Alex,,Edgewater,41.98430028,-87.67182247,Private room,55,1,2,10/22/18,0.62,10,305
26878472,"(Saloon 73: Room VII (2 Queens, 4 Guests))",64582798,Mike,,West Englewood,41.76104141,-87.65436777,Private room,25,1,15,11/9/18,3.66,143,364
26883006,(Big 4 bedroom single home by McCormick & Downtown),23955355,Long,,Bridgeport,41.84467614,-87.65538271,Entire home/apt,143,1,10,11/3/18,2.65,2,76
26886100,(Modern meets Vintage close walk to California Stop),42700211,Trevor,,Logan Square,41.92223002,-87.69515235,Entire home/apt,300,2,16,10/19/18,4.14,2,0
26887413,(Rocco's Place in Logan Square/Avondale),118222110,Shanta,,Avondale,41.93353833,-87.72465503,Entire home/apt,183,3,7,11/11/18,4.2,1,41
26888076,(West Town Greystone Three Flat),201890385,Gina,,West Town,41.89446824,-87.66837549,Entire home/apt,86,1,15,10/26/18,4.84,1,105
26890063,"(Saloon 73: Basement Room III (2 Queens, 4 Guests))",64582798,Mike,,West Englewood,41.76130054,-87.65543117,Private room,49,1,5,9/17/18,1.22,143,318
26890072,"(Saloon 73: Basement Room II (Queen/Twin, 3 Guests))",64582798,Mike,,West Englewood,41.7609344,-87.65537533,Private room,49,1,18,10/9/18,4.39,143,350
26890077,"(Saloon 73: Basement Room I (3 Queens, 6 Guests))",64582798,Mike,,West Englewood,41.7623885,-87.65457276,Private room,49,1,10,10/30/18,2.42,143,358
26890083,"(Saloon 73: Suite I (7 Queens, 14 Guests))",64582798,Mike,,West Englewood,41.76071435,-87.65547203,Private room,49,1,8,11/4/18,1.95,143,353
26890095,"(Saloon 73: Suite II (4 Queens, 8 Guests))",64582798,Mike,,West Englewood,41.76207229,-87.65485543,Private room,49,1,13,10/5/18,3.17,143,354
26891831,(Quaint 2-room studio in Uptown!),3091285,Bridget,,Uptown,41.96306103,-87.66257424,Entire home/apt,60,1,28,11/11/18,7.64,1,43
26892171,(Chicago Single family home located in Edison Park),1385047,Annmarie,,Norwood Park,41.97311951,-87.81731669,Entire home/apt,250,7,2,9/16/18,0.49,2,365
26892226,(Frugal Spacious Loyola Studio),71816766,Josh,,Edgewater,41.99308719,-87.658994,Entire home/apt,95,1,6,9/17/18,1.54,4,137
26893899,(Family/up to 4 Students by Downtown low monthly),41939676,Delores,,Oakland,41.82507235,-87.60548276,Entire home/apt,199,14,0,,,9,180
26895269,(Close to Riverwalk and Millennium Park Studio),117470729,Ana Luisa,,L??p,41.88278867,-87.6269396,Entire home/apt,300,2,3,9/17/18,0.73,12,125
26896517,(Perfect Location in Chicago/ Queen Bed Livingroom),202332378,Jane,,Near West Side,41.88132449,-87.64324623,Shared room,65,2,6,10/8/18,1.62,1,0
26897256,(Sunnyside Getaway),202341360,Meghan,,Uptown,41.96303254,-87.65190261,Entire home/apt,194,30,1,10/29/18,1,1,134
26897622,(Spacious Bedroom in Modern Condo w/private bath),5725469,Hector,,Uptown,41.97225762,-87.65630528,Private room,120,1,16,11/12/18,4.36,1,257
26897871,(Lofted Space near Rosemont  and O'hare Airport.),196919760,Agnes,,Dunning,41.94092528,-87.82489698,Entire home/apt,61,2,19,11/5/18,5.64,1,54
26898273,(Little Village),79010967,A,,South Lawndale,41.84888228,-87.70101677,Entire home/apt,55,1,25,11/2/18,7.43,3,345
26899051,"(Saloon 73: Shared Basement Room I, Bed 1 (Queen))",64582798,Mike,,West Englewood,41.76070055,-87.65441411,Shared room,25,1,16,10/25/18,6.08,143,358
26899066,"(Saloon 73: Shared Basement Room I, Bed 2 (Queen))",64582798,Mike,,West Englewood,41.76271142,-87.65487616,Shared room,25,1,17,10/25/18,5.31,143,358
26899071,"(Saloon 73: Shared Basement Room I, Bed 3 (Queen))",64582798,Mike,,West Englewood,41.76209147,-87.65434129,Shared room,25,1,17,10/25/18,4.86,143,358
26899092,"(Saloon 73: Shared Basement Room II, Bed 1 (Queen))",64582798,Mike,,West Englewood,41.76128848,-87.65450635,Shared room,25,1,15,11/11/18,4.21,143,362
26899106,"(Saloon 73: Shared Basement Room II, Bed 2 (Twin))",64582798,Mike,,West Englewood,41.76076636,-87.65620167,Shared room,25,1,12,10/31/18,3.36,143,350
26899382,"(Saloon 73: Shared Basement Room III, Bed 1 (Queen))",64582798,Mike,,West Englewood,41.76117182,-87.65437624,Shared room,25,1,1,8/6/18,0.29,143,318
26899622,"(Saloon 73: Shared Basement Room III, Bed 2 (Queen))",64582798,Mike,,West Englewood,41.76070169,-87.65592682,Shared room,25,1,0,,,143,318
26900732,"(Saloon 73: Shared Suite Room I, Bed 1 (Queen))",64582798,Mike,,West Englewood,41.76053756,-87.6542966,Shared room,25,1,12,11/2/18,2.95,143,354
26900736,"(Saloon 73: Shared Suite Room I, Bed 2 (Queen))",64582798,Mike,,West Englewood,41.76211441,-87.6555553,Shared room,25,1,22,10/31/18,5.41,143,357
26900738,"(Saloon 73: Shared Suite Room I, Bed 3 (Queen))",64582798,Mike,,West Englewood,41.76077077,-87.65404827,Shared room,25,1,33,11/2/18,8.11,143,357
26900739,"(Saloon 73: Shared Suite Room I, Bed 4 (Queen))",64582798,Mike,,West Englewood,41.76206326,-87.65470443,Shared room,25,1,23,11/9/18,5.66,143,355
26900743,"(Saloon 73: Shared Suite Room I, Bed 5 (Queen))",64582798,Mike,,West Englewood,41.76201835,-87.65444761,Shared room,25,1,21,11/9/18,5.48,143,357
26900749,"(Saloon 73: Shared Suite Room I, Bed 6 (Queen))",64582798,Mike,,West Englewood,41.76052014,-87.65543948,Shared room,25,1,16,11/9/18,4.17,143,355
26900751,"(Saloon 73: Shared Suite Room I, Bed 7 (Queen))",64582798,Mike,,West Englewood,41.76061449,-87.65427752,Shared room,25,1,19,10/27/18,4.67,143,357
26900754,"(Saloon 73: Shared Suite Room II, Bed 1 (Queen))",64582798,Mike,,West Englewood,41.76100302,-87.65608108,Shared room,25,1,6,9/24/18,1.48,143,359
26900771,"(Saloon 73: Shared Suite Room II, Bed 2 (Queen))",64582798,Mike,,Englewood,41.76234841,-87.65391812,Shared room,25,1,14,11/2/18,5.53,143,359
26900780,"(Saloon 73: Shared Suite Room II, Bed 3 (Queen))",64582798,Mike,,West Englewood,41.76228603,-87.65550216,Shared room,25,1,15,10/28/18,3.69,143,354
26900783,"(Saloon 73: Shared Suite Room II, Bed 4 (Queen))",64582798,Mike,,West Englewood,41.76179492,-87.65540741,Shared room,25,1,10,10/28/18,3.3,143,355
26901459,(Conveniently located 2-bedroom + 2-car parking),64248846,Tal,,Avondale,41.94227134,-87.71512564,Entire home/apt,62,1,12,11/12/18,5.29,1,74
26903277,(3 BR APT in Bridgeport along Archer Ave. ??_?_?_),150847041,Henry,,Bridgeport,41.84129212,-87.65833816,Entire home/apt,180,2,12,11/11/18,3.1,1,76
26914772,(Logan Square Retreat),115378385,Nichole,,Avondale,41.93568525,-87.71895575,Entire home/apt,100,2,21,11/11/18,5.38,2,249
26917536,"(Cozy, Inviting and Warm 2BR Albany Park Apartment)",13619239,Daniel,,Albany Park,41.96632271,-87.70967381,Entire home/apt,150,2,3,11/4/18,1.1,1,6
26923044,(HIP Logan Square SPACIOUS & CLEAN 2 bed apt!),195467041,Melanie,,Logan Square,41.92624395,-87.71550754,Entire home/apt,149,1,26,10/29/18,6.96,2,330
26923220,(Spacious Condo in Chicago's Hottest Neighborhood!),11112406,Brianne,,Logan Square,41.91607072,-87.68327602,Entire home/apt,230,2,1,7/22/18,0.26,1,0
26924461,(Stackd diva),202592336,Black,,Greater Grand Crossing,41.76202647,-87.59649443,Shared room,40,1,1,8/5/18,0.29,2,365
26925109,"(Clean, Garden Floor on Little Village Boulevard)",202600681,Rosa,,South Lawndale,41.84987404,-87.70085357,Entire home/apt,65,2,12,11/4/18,3.08,1,175
26925817,(Modern Downtown Hyde Park Studio Near University),123147549,Rena,,hyde park,41.79923234,-87.59248201,Entire home/apt,85,1,22,11/12/18,7.95,1,244
26926629,(Private Bedroom in the Heart of Chicago for 2),150199112,Alondra,,Lower West Side,41.85281536,-87.67942118,Private room,75,1,15,10/28/18,4.05,2,179
26927140,(Cute home in Chicago's famous Pilsen neighborhood),202616870,Johanna,,Lower West Side,41.85474257,-87.67746599,Entire home/apt,150,1,12,10/28/18,3.5,2,170
26928011,(Private Room in Pilsen for 2),150199112,Alondra,,Lower West Side,41.85164782,-87.68054884,Private room,75,1,10,10/22/18,2.54,2,364
26940306,(Cozy Hideout in Art Filled Chicago Neighborhood),202704228,Joe And Amy,,Lower West Side,41.85545834,-87.65880566,Private room,95,2,24,11/12/18,6.43,1,134
26941851,(Chicago Kitty Living),87272837,Tess,,Lake view,41.95900197,-87.67304957,Entire home/apt,75,2,9,10/21/18,3,1,0
26948059,(Cozy bedroom in Chicago's Pilsen neighborhood),202616870,Johanna,,Lower West Side,41.85599799,-87.67594462,Private room,90,1,3,10/19/18,0.86,2,174
26949169,(One bedroom apt. right on Grant Park! 29th floor),175462188,Sarah,,Near South Side,41.86645487,-87.6253396,Entire home/apt,325,1,3,10/18/18,0.82,1,89
26956926,(Large three bedroom located by Wrigley field),87231,Jeff And JoAnne,,Lake view,41.94770397,-87.65978836,Entire home/apt,185,1,1,10/22/18,1,17,71
26958090,(Lakeview east home near Wrigley),202845803,Gary,,Lake view,41.93597954,-87.64361399,Entire home/apt,180,3,6,10/29/18,3.1,1,162
26958777,(Modern home with private bedroom),199244510,TeraKesha,,Chatham,41.73326126,-87.6079176,Private room,60,1,1,11/12/18,1,1,72
26959321,(Exquisite Condo Steps from Lincoln Park),78910173,Jack,,Lincoln Park,41.93001522,-87.64115461,Entire home/apt,249,21,1,9/23/18,0.56,1,220
26961124,(Safe Spacious MANSION  In??_?ُ?ُDowntown),164710043,NoahAndTeam,,Near North Side,41.90182992,-87.63150046,Entire home/apt,499,1,11,10/22/18,2.95,26,143
26961273,((Entire house)  Chicago Lakeshore Condominium),202878032,Ade And J Shuntay,,South Shore,41.76630394,-87.56847437,Entire home/apt,70,3,13,10/29/18,3.33,1,160
26973688,"(BEAUTIFUL ROOM + FREE PARKING, 5 MIN TO UIC & LOOP)",99375151,Marina,,Near West Side,41.87595787,-87.64077435,Private room,19,1,15,10/26/18,3.85,40,73
26975495,"(DOWNTOWAN LOCATION, FREE PARKING 5MN TO RUSH & UIC)",99375151,Marina,,Near West Side,41.87707926,-87.6407823,Private room,19,1,25,10/31/18,6.36,40,71
26976016,(BEAUTIFUL ROOM FREE PARKING ONLY 5MN TO UIC & LOOP),99375151,Marina,,Near West Side,41.8797691,-87.64188413,Private room,19,1,28,10/28/18,7,40,71
26978242,(Quiet and Spacious Yoga Studio Loft),8244522,GuruNischan,,Bridgeport,41.82504471,-87.64106108,Private room,50,5,3,10/22/18,0.83,2,364
26982155,(OD1 three bedroom two bath in Wrigleyville),87231,Jeff And JoAnne,,Lake view,41.9337903,-87.66702136,Entire home/apt,195,1,0,,,17,40
26986750,(Chicago studio in great neighborhood),4983814,Katelynn,,Edgewater,41.98627743,-87.67042522,Entire home/apt,63,1,11,8/25/18,2.77,1,364
26987096,(Modern 3BR in Lakeview by Sonder),12243051,Sonder,,Lake view,41.94143162,-87.65242781,Entire home/apt,234,2,0,,,127,147
26987696,(Airy 2BR in Lakeview by Sonder),12243051,Sonder,,Lake view,41.94070775,-87.65097941,Entire home/apt,143,2,2,9/25/18,0.95,127,79
26988280,(Chic 3BR in Lakeview by Sonder),12243051,Sonder,,Lake view,41.94066976,-87.65198922,Entire home/apt,234,2,1,9/16/18,0.49,127,165
26988959,(Posh 3BR in Lakeview by Sonder),12243051,Sonder,,Lake view,41.94103907,-87.65157834,Entire home/apt,162,2,1,10/22/18,1,127,150
26991799,(Jefferson Park! Free Parking 15 min ORD/Downtown2),198731500,J.R.,,Jefferson Park,41.97241087,-87.77218719,Entire home/apt,72,1,19,10/29/18,4.79,3,350
26993013,(Logan Square Urban Oasis),160329248,Sarah,,Logan Square,41.92958862,-87.70434426,Private room,45,1,0,,,1,43
26993750,(Stylish Chicago West Loop event space),203096407,Chelsey,,Near West Side,41.88533271,-87.6441541,Entire home/apt,125,2,0,,,1,90
26997140,(Pilsen Bungalow),13646047,Emily,,Lower West Side,41.85922083,-87.6542506,Entire home/apt,120,1,11,10/21/18,3,1,13
26998179,(The Peony Home),203137759,Rebecca,,Avondale,41.94511273,-87.72226663,Entire home/apt,250,2,2,10/21/18,1.82,1,267
27014287,(Home Away Private Room),122433423,Fal,,Auburn Gresham,41.75529464,-87.6470346,Private room,60,1,5,9/16/18,1.39,6,365
27016482,(Rooftop views next to everything),52012721,Justin,,West Town,41.89211428,-87.66566899,Private room,85,2,13,10/21/18,3.71,1,11
27017323,(Modern Luxury in the Heart Logan Square),203267426,Zenoviy,,Logan Square,41.92320722,-87.70025231,Entire home/apt,126,1,9,11/12/18,5,1,159
27019830,(Desirable 2BR in Lakeview by Sonder),12243051,Sonder,,Lake view,41.94149661,-87.65166341,Entire home/apt,190,2,1,9/5/18,0.42,127,92
27021315,(Sunny 2BR in Lakeview by Sonder),12243051,Sonder,,Lake view,41.94103481,-87.65182445,Entire home/apt,108,30,0,,,127,338
27021642,(Classic 3BR in Lakeview by Sonder),12243051,Sonder,,Lake view,41.94097966,-87.65233088,Entire home/apt,234,2,5,10/28/18,2.21,127,153
27022184,(Do not use - broken list Lush Ukrainian Village.),174986709,Chad,,West Town,41.89811385,-87.67874049,Private room,38,1,0,,,3,0
27022386,(Lovely 2BR in Lakeview by Sonder),12243051,Sonder,,Lake view,41.94077979,-87.65054417,Entire home/apt,126,30,0,,,127,364
27024216,"(Spacious O'Hare, 90/94, CTA, Chicago River/Parks)",203324904,Mike,,Logan Square,41.92937278,-87.72308423,Entire home/apt,104,2,12,10/28/18,3.53,1,0
27026071,(Rogers Park Vintage-Inspired Studio),33356998,Audra,,Rogers Park,42.00894594,-87.67014303,Entire home/apt,100,1,3,8/6/18,0.77,1,14
27027736,(Queen airbed in lush Ukrainian village),174986709,Chad,,West Town,41.89930377,-87.67900047,Private room,69,1,8,10/5/18,2.35,3,231
27028903,(Luxury*Chic*Breathtaking Views!!Millenium Park!!),18116827,Angel,,L??p,41.87269126,-87.62797287,Entire home/apt,199,2,12,10/29/18,3.19,3,23
27030153,(Comfy Chinatown Chicago Chill-spot!),203381383,Marika,,Bridgeport,41.84349671,-87.63962777,Private room,41,3,13,10/29/18,3.71,1,5
27031481,(Ocean grey room),198464009,Edward,,East Garfield Park,41.88458577,-87.70920454,Private room,50,2,13,10/27/18,3.45,6,180
27033524,(Cozy Apartment in Prime Location!!!),66223998,Rafael,,Avondale,41.93402011,-87.6903507,Entire home/apt,113,1,12,10/28/18,4.04,1,360
27034156,"(Bright, Sunny and Stylish Modern Apartment)",92534777,Ria,,Avondale,41.93632038,-87.69139102,Entire home/apt,68,1,25,11/12/18,6.82,3,71
27034898,(Bronzeville Oasis - Entire Basement),200403296,Monica,,Grand Boulevard,41.81533466,-87.61082389,Entire home/apt,39,2,8,10/28/18,2.2,1,84
27047842,(Gorgeous Spacious Private Hideout),27543772,Caelan,,West Town,41.91140716,-87.69126964,Entire home/apt,220,1,8,10/28/18,2.33,1,48
27052048,"(Beautiful, Comfy Room - Free Parking, Near Loop)",50937596,Angela,,North Center,41.95306995,-87.67761908,Private room,55,1,14,10/31/18,4.2,2,2
27057811,(Purple Room),198464009,Edward,,East Garfield Park,41.88596235,-87.7094034,Private room,40,2,9,10/15/18,2.48,6,180
27058146,(Bright Airy Northside 2 Bedroom~Great for families),23940008,Katie,,North Park,41.98468569,-87.73023802,Entire home/apt,98,2,0,,,2,75
27062229,(Amazing 3 BR Apt near Wrigley/Boystown),203376999,Paul,,Lake view,41.93993514,-87.65777747,Entire home/apt,200,2,13,10/28/18,3.58,4,47
27063989,"(""Don't Break The Bank"" Logan Square Basement Apt.)",137501409,Giovannie,,Logan Square,41.93064745,-87.72075,Entire home/apt,25,1,11,10/21/18,3.06,2,0
27076910,(Chicago Art Atelier),24618273,Jose,,West Town,41.90494795,-87.68908634,Private room,40,2,1,9/17/18,0.5,1,21
27084251,(UNIT WITH A BIG BANG FOR THE AIRBNB TRAVELER BUCK!),22055367,Maria,,Woodlawn,41.77672843,-87.60482736,Entire home/apt,50,2,2,11/4/18,2,1,343
27084619,(Near united center 4 bed 2 bath),92129084,Russell,,Near West Side,41.87031548,-87.66484496,Entire home/apt,299,1,13,10/28/18,3.33,11,176
27086867,"(Cozy private room in Humboldt Park, free parking)",84002216,Flavia,,Humboldt Park,41.90910971,-87.72098785,Private room,50,1,4,10/14/18,2.07,1,179
27089397,(Cozy second floor apartment in logan square area),173706590,Luis,,Logan Square,41.91763867,-87.69870933,Entire home/apt,100,2,15,10/25/18,3.88,1,354
27089756,"(CENTRAL LOCATION WITH PARKING BY LOOP, RUSH & UIC)",99375151,Marina,,Near West Side,41.87977291,-87.64190101,Private room,19,1,25,10/27/18,6.52,40,68
27089827,"(GORGEOUS ROOM 2 BEDS & PARKING BY UIC, RUSH & LOOP)",99375151,Marina,,Near West Side,41.8795308,-87.6442265,Private room,19,1,26,10/29/18,6.67,40,71
27090256,(Albany park 2 bed 1 bath),92129084,Russell,,Albany Park,41.96176808,-87.73057456,Entire home/apt,162,1,8,10/29/18,2.35,11,180
27100328,(Mckelvin Garden suite),203955124,Anthony,,Douglas,41.83453102,-87.61768838,Entire home/apt,90,1,18,11/11/18,5.4,1,175
27100626,(Home of Grad Student & Visual Designer),19254744,Jack,,West Town,41.90142103,-87.67691009,Entire home/apt,100,2,5,10/16/18,1.83,2,336
27101218,(River North  2 bedroom condo with fabulous views),1161623,Lynne,,Near North Side,41.89429216,-87.62767023,Entire home/apt,141,30,0,,,1,152
27106400,(Great location. Free parking.),33605887,Ewa,,West Town,41.9015989,-87.664008,Entire home/apt,105,1,31,11/2/18,11.2,2,57
27109169,(Studio artist's loft space),27600295,Vicky,,West Town,41.89163129,-87.6746695,Private room,85,1,2,11/9/18,0.58,3,270
27109303,"(CENTRAL LOCATION + PARKING, 5MN TO MED DIST & LOOP)",99375151,Marina,,Near West Side,41.87994129,-87.64156887,Private room,19,1,24,10/24/18,6.32,40,60
27111108,(Chicago Single family home 1a),203876545,Hui,,Mckinley Park,41.8348036,-87.66887521,Private room,37,1,5,11/11/18,1.69,1,106
27111461,(Elegant vintage room in Ravenswood #2),23503681,Francesca,,Lincoln Square,41.96574717,-87.68148041,Private room,90,1,2,9/14/18,0.72,3,90
27112015,"(Cozy, Convenient and Contemporary!)",89624904,Aaron And Sonia,,Austin,41.88344194,-87.75389744,Entire home/apt,103,1,3,11/9/18,3,1,251
27112506,(Entire home next to little farm and steps to UofC),35168764,Christina,,Woodlawn,41.78359016,-87.5925013,Entire home/apt,146,1,25,11/11/18,6.76,1,333
27116266,"(Beautiful, Spacious, 15 min away from downtown)",202634528,Ashley,,South Shore,41.77146244,-87.58134036,Entire home/apt,260,1,2,10/8/18,0.59,1,74
27129240,(Old Town Gold Coast Condo right by CTA),25018091,Jeff,,Near North Side,41.90404494,-87.63365949,Entire home/apt,97,2,21,11/4/18,5.53,1,3
27129865,(Vintage Hyde Park Suite No.12 by Zencity),47172572,Zencity,,hyde park,41.8003321,-87.59352989,Entire home/apt,99,1,26,11/11/18,6.9,56,92
27130224,(Charming East Park Suite No.1 by Zencity),47172572,Zencity,,hyde park,41.79909132,-87.58558683,Entire home/apt,99,2,11,10/28/18,3.27,56,100
27130315,(Charming East Park Suite No.2 by Zencity),47172572,Zencity,,hyde park,41.7996417,-87.58548318,Entire home/apt,99,2,6,10/15/18,1.82,56,103
27130424,(Charming East Park Suite No.3 by Zencity),47172572,Zencity,,hyde park,41.79901696,-87.58395528,Entire home/apt,99,2,9,11/10/18,2.97,56,100
27131606,(Historic Artist Loft in Fulton Market/ West Loop),2619611,Andrew,,Near West Side,41.88602933,-87.65016424,Entire home/apt,159,2,8,11/4/18,3.69,2,252
27131744,"(Cozy, clean and affordable room)",52058596,Tete,,West Town,41.90677739,-87.68808941,Private room,55,1,9,10/16/18,2.6,1,358
27133250,(Trendy wicker park 2 bed w back patio & parking),4989023,Torie,,Logan Square,41.91455966,-87.67085912,Entire home/apt,180,2,5,10/7/18,1.38,1,44
27134894,(Heart of Chicago near the Beach),94051286,Tammie,,Edgewater,41.9885683,-87.65679897,Entire home/apt,85,2,15,10/21/18,4.33,1,296
27135034,(Chicago Cozy Den),5549591,"Ligia, Carly",,Irving Park,41.95527449,-87.70089754,Entire home/apt,100,1,20,11/4/18,5.77,1,266
27136068,(Elegant Hyde Park Apartment),5915923,Meghan Anne,,hyde park,41.79930786,-87.58877842,Private room,58,2,19,11/5/18,6.4,1,326
27136878,(3 bedroom townhome minutes from Downtown),204303072,George,,West Town,41.90102592,-87.66381044,Entire home/apt,149,2,38,11/12/18,10.86,1,74
27137166,(The Business Traveler's Home Away From Home),2231781,Bill,,West Town,41.89676407,-87.67166813,Shared room,41,1,1,9/17/18,0.5,1,0
27162130,(A Nice Place to Call Home in Lincoln Park),164710043,NoahAndTeam,,Lincoln Park,41.93109028,-87.6544613,Entire home/apt,99,1,11,11/4/18,3.55,26,98
27162417,(Two Bedroom Lakeview Apartment),115963417,Giovanni,,Lake view,41.93929009,-87.66098793,Entire home/apt,100,2,8,11/12/18,2.22,1,61
27162892,"(Your home in Chicago with Amenities Gym, Pool)",52673229,Martin,,Uptown,41.97039664,-87.65553881,Entire home/apt,100,2,16,11/4/18,4.36,1,156
27163102,(Chicago King Suite),204518151,Gilda,,Near North Side,41.89981724,-87.62275768,Private room,200,1,0,,,1,88
27164375,(Beis West Rogers Park),204529571,Adam,,West Ridge,42.00077384,-87.70682106,Private room,45,2,6,10/19/18,1.84,1,83
27165023,(??_15 Min Uber to Magnificent Mile! Near Wrigley!??_),166918192,Sara And Samir,,Uptown,41.97117071,-87.66082734,Entire home/apt,100,1,11,11/11/18,3.4,19,250
27165918,(Panoramic Urban Views from a Slick South Loop Pad),75055983,Albert,,L??p,41.87053925,-87.62816259,Entire home/apt,160,2,15,11/12/18,4.79,1,236
27166317,"(Old Town, Gold Coast, Downtown, Lincoln Park,Beach)",23612069,Tj,,Near North Side,41.90675895,-87.63495929,Entire home/apt,98,1,16,10/31/18,4.25,10,88
27168143,(Fully Serviced 1st floor Unit 15 min from O???hare),204564557,Ingrid,,Forest Glen,41.97502256,-87.75423804,Entire home/apt,95,2,6,10/16/18,2.2,3,180
27168613,(Princeton Bath and Tennis 1),202087077,Patrick,,Fuller Park,41.81493648,-87.63263013,Entire home/apt,39,1,21,10/28/18,5.73,1,361
27169796,"(**Stunning 3br condo, walk to everything. Chicago!)",4335446,Carrie,,Near South Side,41.86601296,-87.62517582,Entire home/apt,320,2,5,10/27/18,1.56,20,19
27171423,(NearMccormick&ChicagoDowntownNightview&Lakeview),202808529,Chris,,Near South Side,41.84760784,-87.61709803,Private room,59,2,12,11/12/18,3.3,1,220
27187793,(Modern Cozy Chicago Apartment At The Best Location),10635447,Aly,,L??p,41.86805436,-87.62698699,Entire home/apt,230,1,19,11/3/18,5.09,2,159
27188561,(A TOUCH OF LOVE),204721764,Beulah,,Englewood,41.77046404,-87.64437149,Entire home/apt,60,2,3,10/29/18,2.81,1,180
27192574,(Cozy Bucktown Apartment!),24772757,Erinn,,Logan Square,41.9207783,-87.6779509,Entire home/apt,175,1,8,10/28/18,2.33,1,7
27193543,(Avondale / Logan Sq. 2nd Floor - Parking),71463113,Barry,,Avondale,41.93417149,-87.70836807,Entire home/apt,97,1,21,11/14/18,8.4,1,1
27196425,(**Stunning 2br/2ba unit * Available Now!),4335446,Carrie,,Near South Side,41.86519128,-87.62485764,Entire home/apt,260,3,4,10/24/18,1.25,20,6
27197594,"(Want to get away! Stylish, cozy private room& bath)",135145632,Courtney,,New City,41.79850682,-87.67548865,Private room,80,1,4,10/14/18,1.76,2,174
27198576,(Cozy urban two bedroom for good vibes &relaxation),135145632,Courtney,,New City,41.7970189,-87.67691749,Shared room,150,1,6,11/4/18,1.73,2,175
27209642,(NEW! LUXURY 2br LOFT in the heart of Chicago),204907344,Ana,,L??p,41.87346104,-87.63228464,Entire home/apt,225,2,17,11/10/18,4.64,1,253
27217611,(Perfect spot LINCOLN Park/Old Town),204969763,Daniel,,Lincoln Park,41.91750309,-87.64084548,Private room,150,1,9,10/15/18,2.45,1,43
27223762,(The California Condo),53848715,Cori,,West Town,41.90250034,-87.69762467,Entire home/apt,150,2,10,11/11/18,3.37,1,3
27223908,(Updated Condo in West Town with Porch),44997651,David,,West Town,41.89469719,-87.66167937,Private room,75,1,18,11/5/18,6.59,2,31
27226654,(Modern 2BR Flat in Historic Lincoln Park),8761227,Riana,,Lincoln Park,41.92479235,-87.64298038,Entire home/apt,98,1,20,11/12/18,7.23,1,10
27226695,(Perfect Home for Relaxing and Entertaining!),46939427,Anthony,,North Center,41.95673366,-87.69025655,Entire home/apt,400,2,1,10/21/18,1,3,362
27228203,(30+ Nights Only: Combined Pilsen 3BR Remodeled),100782278,Emily And Rich,,Lower West Side,41.84906626,-87.680554,Entire home/apt,79,31,0,,,11,335
27229757,(One Bedroom Apartment Gold Coast / Lincoln Park),176809783,Maxwell,,Near North Side,41.91001526,-87.62755189,Entire home/apt,104,1,10,11/4/18,3.13,1,146
27230321,(HUGE SPACE - TWO LEVELS OF LIVING - PARKING!),205076229,Arno,,Lincoln Park,41.93012009,-87.65956173,Entire home/apt,300,2,4,10/21/18,1.52,1,170
27232131,"(Penthouse Condo,Spectacular city view from Balcony)",10347117,Alexandra,,Near North Side,41.90421005,-87.64204413,Entire home/apt,325,1,8,10/21/18,2.2,1,0
27234442,"(Convenient, comfortable, unique, &family friendly)",25370590,Lindsay,,Uptown,41.96739236,-87.65668397,Private room,80,2,7,10/28/18,3.09,1,151
27234569,(Spacious Old Town 3BR Duplex (Sleeps 14)),143825988,Reserve,,Near North Side,41.90830877,-87.63928382,Entire home/apt,1999,2,9,11/8/18,2.7,33,206
27236604,(Bright & minimalistic studio near Wrigley/Boystown),46307899,Coreena,,Lake view,41.94572398,-87.64472127,Entire home/apt,110,1,6,10/28/18,3.83,1,0
27236816,(Close to Downtown/UIC-Sharerd Bedroom-Medical Dist),50610697,Keri Terrell,,Near West Side,41.87240052,-87.68597033,Shared room,35,60,0,,,2,133
27239678,(Master Bedroom w/ a Bath and Balcony (5min U of C)),204610122,Top Notch,,Woodlawn,41.77662439,-87.59641291,Private room,50,1,12,10/28/18,3.46,1,22
27239937,"(SUNNY ROOM + PARKING, 5 MIN TO UIC MED DIST & LOOP)",99375151,Marina,,Near West Side,41.86791542,-87.6557417,Private room,19,1,24,10/27/18,6.99,40,72
27240428,"(SUNNY ROOM FOR 3 PEOPLE, 2 BEDS & FREE PARKING!)",99375151,Marina,,Near West Side,41.87713517,-87.64227367,Private room,19,1,22,10/31/18,6.06,40,67
27240769,"(LOVELY PRIVATE ROOM, GREAT LOCATION + FREE PARKING)",99375151,Marina,,Near West Side,41.87922962,-87.64150877,Private room,19,1,19,10/27/18,5.23,40,75
27247279,(Jefferson Park! Free Parking 15 min ORD/Downtown3),198731500,J.R.,,Jefferson Park,41.97136491,-87.77140485,Entire home/apt,70,1,16,10/21/18,4.32,3,359
27248380,(Urban Farm Oasis),40970511,Laura,,Portage Park,41.95390424,-87.78559791,Entire home/apt,295,3,1,8/6/18,0.29,1,0
27250095,(Fully Serviced 2nd floor Unit 15 min from O???hare),204564557,Ingrid,,Jefferson Park,41.97187078,-87.75908774,Entire home/apt,85,1,2,9/30/18,0.98,3,179
